Card#,Artist,Title,Year,URL,Youtube-Title,Hashed Info
26,The Cranberries,Zombie,1994,https://www.youtube.com/watch?v=8sM-rm4lFZg,Zombie - The Cranberries (Lyrics) 🎵,88ca0e4f66be807932f0a51348a8e36831d36649bddf70f2122d10c84752b008
27,Alessia Cara,Scars To Your Beautiful,2016,https://www.youtube.com/watch?v=MWASeaYuHZo,Alessia Cara - Scars To Your Beautiful (Official Video),2972fdb326c1a2fce335a55526825d257cb2fcfdd7eaea595fe86ca108efde3a
28,Rupert Holmes,Escape (The Piña Colada Song),1979,https://www.youtube.com/watch?v=FXG_I_tf_i4,Escape (The Pina Colada Song),937e8c54c029d4676dbf1910a07eb9ffec7f34a3a0ba99ff449384719c6335ca
29,Enya,Orinoco Flow,1988,https://www.youtube.com/watch?v=LTrk4X9ACtw,Enya - Orinoco Flow (Official 4K Music Video),49fae4bfea7dded4e75dfa09280423e3da4e6a18f11aeabc4da10d68ec8ed594
30,ABBA,Waterloo,1974,https://www.youtube.com/watch?v=Sj_9CiNkkn4,ABBA - Waterloo (Official Music Video),c646d8b8ee151cfc64a3035caf9e94a1cadfd70ce317c6edf68ff3cec415506d
31,Bob Sinclair (feat. Steve Edwards),"World, Hold On (Children Of The Sky)",2006,https://www.youtube.com/watch?v=XpdpW0z9xnQ,Bob Sinclar - World Hold On (Official HD Video),75b36c8feb13bf8f15a35ca2277903f25791e5a27f91b4e25d4376d19cf9a1c7
32,James Brown,I Got You (I Feel Good),1965,https://www.youtube.com/watch?v=pTdihu-mp90,James Brown - I Got You (I Feel Good) (Visualizer),af2e267a8f2475fb0278196a159630d2ab4f4b49f7f4144cf3612a2bc05351e7
33,Normaal,Oerend Hard,1977,https://www.youtube.com/watch?v=yKRR-EUsOD8,Normaal - Oerend Hard • TopPop,138bda78fc5b7f54d689e082739a2cecf417dbce5d28c85182ec618d99e51d74
34,Billy Joel,Piano Man,1973,https://www.youtube.com/watch?v=QwVjTlTdIDQ,Billy Joel - Piano Man (Official Audio),ab9d70371edbce0c5cda892098485b63134f7f19a0b5cd03c784cba3b2af9c86
35,The Beatles,Get Back,1969,https://www.youtube.com/watch?v=IKJqecxswCA,Get Back (Remastered 2009),b12dd7b6e9220731f1f15d62178c054e03b47fcca77a7aa1735479080fe5a824
36,Plastic Bertrand,Ca plane pour moi,1977,https://www.youtube.com/watch?v=8soQkubMk1g,Plastic Bertrand  - Ça plane pour moi (Official Audio),4baa33a01c8b3eead7250993c318c6262c4765ef01b3915e8397af4d7919cd71
37,Lionel Richie,Dancing On The Ceiling,1986,https://www.youtube.com/watch?v=ovo6zwv6DX4,Lionel Richie - Dancing On The Ceiling,8af330205e51cfe7b5ac16b184ea2eb1664ddd7cacb2da579a78fae713202f7f
38,Patrick Hernandez,Born To Be Alive,1978,https://www.youtube.com/watch?v=9UaJAnnipkY,Patrick Hernandez - Born to Be Alive - Official Video (Clip Officiel),4a7126a0e1032e034f45a0ce3291fc3d1aa964425d73a44f6b940f2bbccc70de
39,"Herman Brood, Henny Vrienten",Als Je Wint,1984,https://www.youtube.com/watch?v=X5qVMKjyPr8,Herman Brood & Henny Vrienten - Als je wint (1984),13f233ad42ed64a559bf63a09a47727f86a4e924735868c8f63d601497d15166
40,Mabel,Don't Call Me Up,2019,https://www.youtube.com/watch?v=V35iQO30Xys,Mabel - Don't Call Me Up,97f9f21bba5181ccfddb59502a1a07666cb9c6a3bba98b5203e597798e461fc7
41,Nirvana,Smells Like Teen Spirit,1991,https://www.youtube.com/watch?v=hTWKbfoikeg,Nirvana - Smells Like Teen Spirit (Official Music Video),24463589897e88323496df7a01d934b95debb1b092383c8f3e96efdcad0ce5f2
42,The Bangles,Manic Monday,1986,https://www.youtube.com/watch?v=SsmVgoXDq2w,The Bangles - Manic Monday (Official Video),b66a4a1d6b78d7b0cf71295259c454daa5985fc8c9a8a3e7caef64160a074f02
43,Ammi Stewart,Knock On Wood,1979,https://www.youtube.com/watch?v=oLS57N4kUN0,"Knock on Wood (7"" Edit)",5ef2efbe7d8da6f7d304db48bcb3af65262f5fae132a57b7fe62ec86738d04f0
44,Aqua,Barbie Girl,1997,https://www.youtube.com/watch?v=eLXXFVNFKww,Aqua - Barbie Girl (Audio),19d12e2c3c5660a5700178d38c2b3f050948e35fd19e2e0f57511fa8e6f7acc3
45,Nancy Sinatra,These Boots Are Made For Walkin',1965,https://www.youtube.com/watch?v=TDmidrIDB4o,These Boots Are Made for Walkin',0fd7b9241acb95fcd27af6cd26d1fde906e2159ddfc57affb4e9f687d045ec4f
46,Nelly (feat. Kelly Rowland),Dilemma,2002,https://www.youtube.com/watch?v=WwJm5hnWv6E,Dilemma,b9420ca13c1b21e95dd9f4130f7c48b7499fc59a8278437e87a9c0ff3bb1042e
47,Mungo Jerry,In The Summertime,1970,https://www.youtube.com/watch?v=wvUQcnfwUUM,Mungo Jerry - In The Summertime ORIGINAL 1970,55b5579c419fff8cfb58dab8b4e75c0110d6ea74a2a7cb0a662b3a3d2c13217c
48,Eros Ramazzotti,Più Bella Cosa,1996,https://www.youtube.com/watch?v=luj0L5SZQwM,Più bella cosa (Remastered 2021),be6b26a800a98da1eaca228d80aa3d7b9287ed17792b72e199193ce29738d619
49,Herman van Veen,Anne,1986,https://www.youtube.com/watch?v=F7LHOsliNqM,Herman van Veen - Anne • TopPop,2c4147b2574f81f244553467ad1442b5c27ae475f89dcad61798ce64059ac5c5
50,50 Cent,In Da Club,2003,https://www.youtube.com/watch?v=_VXUiAJi5KY,In Da Club,fb6eb84ea5e3fd38e6d2577e21ca08ff84f1df2f1b86c9dcc173127015c09368
51,Joseíto Fernández,Guajira Guantanamera,1929,https://www.youtube.com/watch?v=gdYIpvnzoW8,Guajira guantanamera,87defd174ba0b7b5c96e3e1582a2ee89737363dfbfbc5e094ec39c39793ad81d
52,Lady Gaga & Bradley Cooper,Shallow,2018,https://www.youtube.com/watch?v=BpIf43m2ZQI,Shallow (Radio Edit),5c8e75683198587225fde9258d6ba6d168eb188ecd4fb756581e3febc5837d78
53,Mark Ronson (feat. Amy Winehouse),Valerie,2007,https://www.youtube.com/watch?v=j8EEtnzLzaA,"Amy Winehouse, Mark Ronson - Valerie (Version Revisited) (Official Audio)",558055e7445d1e55c8520b6b6d2b4e8aadeb9106ff90a81e5d37d067be288818
54,Creedence Clearwater Revival,Have You Ever Seen the Rain?,1970,https://www.youtube.com/watch?v=bO28lB1uwp4,Creedence Clearwater Revival - Have You Ever Seen The Rain,b6e12530788e5d77427b9590d47725c5ae9980a7105b6fe46a5c410401084e9d
55,The Supremes,You Can't Hurry Love,1966,https://www.youtube.com/watch?v=ovoBi3pXD_A,The Supremes - You Can't Hurry Love (Lyric Video),72acdca6599a599ba039ad3a4e0b6d9cbbbac67ac4ee9d0ca68674a9ab79c92b
56,Nickelback,How You Remind Me,2001,https://www.youtube.com/watch?v=hhSLkkLl750,How You Remind Me,f52eaa9ef7ec96166acba718d78423498788921c9bd9ab290633f700b53b4c80
57,Ace Of Base,All That She Wants,1992,https://www.youtube.com/watch?v=7VBI2wcKxGU,All That She Wants Lyrics - Ace of Base - Lyric Top Song,e17dd03c760d975b246d17d1bfc41faf602567b694d1dbaa6169821fd500f4b1
58,Jessie J (feat. B.O.B),Price Tag,2011,https://www.youtube.com/watch?v=wukKxuxKZMU,Price Tag - Jessie J (Lyrics) 🎵,fd0e0b122db9b884fb334ac184741951e608c8f32c0a7e8b3399837954178876
59,The Offspring,Self Esteem,1994,https://www.youtube.com/watch?v=EtNZnhxWLHo,Self Esteem,385e2101e0b48bbbe16b5ddcefad4d460235243c302aa06afa7a312f140a27e3
60,Loreen,Euphoria,2012,https://www.youtube.com/watch?v=t5qURKt4maw,Loreen - Euphoria (Official Audio),00d5b136e9730ec4b9c3b9216a4a04b8bfee5f61c6966a3902c352ff1292129c
61,Donovan,Atlantis,1968,https://www.youtube.com/watch?v=QDh_s8_6pSc,Atlantis,9844d867b840a27240b693c2fb21e90c33b2dddaabfff963e848104f5a50b82b
62,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1965,https://www.youtube.com/watch?v=_Z2lWY-wkRs,I Can't Help Myself (Sugar Pie Honey Bunch),b3c4187b559da3168696d24248545387d5c280a0eade7a3fcc67552b904121cd
63,Boston,More Than A Feeling,1976,https://www.youtube.com/watch?v=zOILAZHf2pE,Boston - More Than A Feeling - Remastered,662ee489dd1a8c2ac88949662cfa059f3bf5d036c8915aa9ae15e24a5dd562dc
64,Frankie Valli & The Four Seasons,"December, 1963 (Oh, What a Night)",1975,https://www.youtube.com/watch?v=mTUhnIY3oRM,"Frankie Valli & The Four Seasons - December, 1963 (Oh, What a Night) (Official Music Video)",0b2cdf8c60463402da9aa2fe7a7f92cbdfa31a42b04723609c04952e48a42015
65,Icona Pop (feat. Charli XCX),I Love It,2012,https://www.youtube.com/watch?v=W50HtcPAeSs,Icona Pop - I Love It (Feat. Charli XCX)  [Audio],bfcfa00cd7aef3fe5526fe93c104c32a8bf2ea910b425bd53cc5180fbf25d66a
66,Amy Macdonald,This Is The Life,2007,https://www.youtube.com/watch?v=sXA5OILKitY,This Is The Life,c788451b07850c196b7f76afe33c02ab1fc80a8f402e97b1865097e74da83a65
67,Chumbawamba,Tubthumping (I Get Knocked Down),1997,https://www.youtube.com/watch?v=2H5uWRjFsGc,Chumbawamba - Tubthumping,dc03eefb78656f4f5ac36e8caa7e105d82dac554704026d008d920aafe0549ee
68,Neneh Cherry,Buffalo Stance,1988,https://www.youtube.com/watch?v=rFXhBEj6mEE,Neneh Cherry - Buffalo Stance (Remastered),8fcff0edea6f1f5149f81add399b9b8874650df767005fde013903cdd15ffbcd
69,Fluitsma & van Tijn,15 Miljoen Mensen,1996,https://www.youtube.com/watch?v=9k9ZNf_aJUM,15 Miljoen Mensen,af4cfca9e0a40276fe5421af2921ffc0e684219165f57db70fba0091411b70d3
70,Commodores,Easy,1977,https://www.youtube.com/watch?v=7XcTyEKSnYg,Easy - The Commodores,e778edaf0479b0f9fa7d25a1386359067cb571695338ec65495534371888498f
71,Ilse DeLange,So Incredible,2008,https://www.youtube.com/watch?v=n6MVcBM4P74,Ilse DeLange - So incredible,1538afde83582ccf051750df86a712eba941af35ce79ad043eaa5a59f49c7323
72,Lady Gaga,Poker Face,2008,https://www.youtube.com/watch?v=bESGLojNYSo,Lady Gaga - Poker Face (Official Music Video),7ab456a6e035796c5935d3b39de0948e5db928560a29f22e28d36c5375548ec5
73,The Trammps,Disco Inferno,1976,https://www.youtube.com/watch?v=u5lSeYd_riw,The Trammps - Disco Inferno (Original Long Version - Tony Mendes Video Re Edit),4f5b450e4994eeb3ca80e649ac7c6acef12ce1d61334f12e76bc93d4c7487856
74,Ritchie Valens,La Bamba,1958,https://www.youtube.com/watch?v=Coy8Hoa1DNw,RITCHIE VALENS-LA BAMBA,53b115a4bb6e71e161af3088ce3e80718980154541f85e56a01fc55c35280b47
75,The Human League,Don't You Want Me,1981,https://www.youtube.com/watch?v=uPudE8nDog0,The Human League - Don't You Want Me (Official Music Video),56b68d511f79803835481bfc89221ade5e326bfa0b430dca9dd3de4270d411e8
76,Enrico Caruso,La Donna E Mobile (Rigoletto),1908,https://www.youtube.com/watch?v=RZNkoRb2iLQ,Enrico Caruso - La Donna e Mobile (Remastered),02724062dc5e32725d955acab8c7538c102c1a99bc1cec8a242d1af680d790c4
77,Imagine Dragons,Thunder,2017,https://www.youtube.com/watch?v=GtEvysh1654,Imagine Dragons - Thunder (Lyrics),7eaaa6006e2dc6b836eed18cc162ee86cb31ae1c0e38e9b33cbd65a928f2f493
78,Richard Marx,Right Here Waiting,1989,https://www.youtube.com/watch?v=S_E2EHVxNAE,Richard Marx - Right Here Waiting (Official Music Video),77f87e7cb4b3d44591a338c76c12040395fe3cc142a2f7ef059009bf5c2b3949
79,Leo Sayer,When I Need You,1977,https://www.youtube.com/watch?v=obC0MFHWJ0A,Leo Sayer - When I Need You (Official HD Music Video),3b63e9a9bb063cc4a61f12494b1cf37f703a70b53abff7423806002960fbd5d5
80,Lindra Ronstadt,Blue Bayou,1977,https://www.youtube.com/watch?v=Kp9G0zkorio,Linda Ronstadt - Blue Bayou (Official Music Video),4ad883c17584389ddc8fef8653e797ddd2a055df5ef19fcc4af0fb65dbf7389e
81,The Archies,"Sugar, Sugar",1969,https://www.youtube.com/watch?v=5rmwDnOozWU,"Sugar, Sugar",6dba9295aa041fcbe181690fd86aab85c090f13da8c1435f930406a2541e5398
82,Sophie Ellis-Bextor,Murder On The Dancefloor,2001,https://www.youtube.com/watch?v=hAx6mYeC6pY,Sophie Ellis-Bextor - Murder On The Dancefloor,7a882587e6b11c479e385dfb7127d6c0a88e1ecd71eefb427104d92c7e14dda1
83,Glenn Miller,In the Mood,1939,https://www.youtube.com/watch?v=dVh3ZzVDZik,Glenn Miller - In the Mood (Audio),73bfedf03a515d6352edfadd88d3f70567a3c4982c8759acebcdd557019095eb
84,Rufus & Chaka Khan,Ain't Nobody,1983,https://www.youtube.com/watch?v=BNirQXe8HOA,Rufus and Chaka Khan - Ain't Nobody [HD Remaster] (Official Video),53c51d80f4e96f281c4f965d3c4a166e3774b24904718da3c9edc46a01d1e6d6
85,"Major Lazer, Dj Snake & Mø",Lean On,2015,https://www.youtube.com/watch?v=rn9AQoI7mYU,Major Lazer & DJ Snake - Lean On (feat. MØ) [Official Lyric Video],70d6467642193e3478ad52a0fa3904b131af042af74a8b94038d9eec25dfab74
86,Outkast,Hey Ya!,2003,https://www.youtube.com/watch?v=RqIRp4QE-1k,OutKast - Hey Ya! (Lyrics),9a0bbafcac075d99c4425ba3e7d77b8b8a04a62adb31d7c3b6ebafa05ec94000
87,Corona,The Rhythm Of The Night,1993,https://www.youtube.com/watch?v=OnT58cIJSpw,Corona - The Rhythm of the Night (Official Music Video),ffc5ec1642032c35c857aece7be8f5d1e2c4679afe0f9affeaf75943986b988d
88,P!nk (feat. Nate Ruess),Just Give Me A Reason,2012,https://www.youtube.com/watch?v=OpQFFLBMEPI,P!nk - Just Give Me A Reason ft. Nate Ruess,40299bbd43cbba7d1f76a9ba902f804af314fde714fbe5c08aad9481e72403cf
89,Pearl Jam,Alive,1991,https://www.youtube.com/watch?v=wGiTPgvKktM,Pearl Jam - Alive,7091536e4cbde7018cf991ccd52aeb1b27ca89f1dbf570865eb922ecc9b31b3b
90,Bill Haley & His Comets,(We're Gonna) Rock Around The Clock,1954,https://www.youtube.com/watch?v=Ud_JZcC0tHI,Rock Around the Clock-Bill Haley-original song-1955,3762e4ecd152c544fb450f9f6e95504292bffca7eb58413f9a1f38334ce21696
91,Bloem,Even Aan Mijn Moeder Vragen,1980,https://www.youtube.com/watch?v=rrs6ATnaXSU,Bloem - Even aan m'n moeder vragen.mpg,7c63edf55e0b56f2058cd27df0c8ad224422259146d57d11f6bc5a351ec2b788
92,Rene Froger,Alles Kan Een Mens Gelukkig Maken,1989,https://www.youtube.com/watch?v=zL0dA98snZw,Rene Froger - Alles Kan Een Mens Gelukkig Maken • TopPop,0bc0f3482a938568e2fd7dd9377c7929ae18b9fbb45f253e4243f87ecd1063d9
93,Hans De Booij,Annabel,1983,https://www.youtube.com/watch?v=Ig9rlZLK0PE,Hans De Booij - Annabel • TopPop,2c84f3370abed5b9b92b362a4bc6f2a3a92b23d500043d3bacde1ea35fe08c91
94,Cuby & The Blizzards,Window Of My Eyes,1967,https://www.youtube.com/watch?v=JDCUHOW0QZs,Cuby & the Blizzards - Window of my eyes (1968),146c8301fc0556828a2747871f3e323c98fc21300cff6c9b890af57caed4e645
95,Eddy Grant,Gimme Hope Jo'anna,1988,https://www.youtube.com/watch?v=R-ZplG81oZg,Eddy Grant - Gimme Hope Jo Anna  1988,b7737756a8b5587513c1f7f75e2dbecbc9a91f1a0408044d3b228eb2d6ee6a40
96,Moby,Porcelain,1999,https://www.youtube.com/watch?v=Mw3LlFb0rRA,Porcelain,2b7aa35a0fa6c96113e78f7276567cbc7165f005f977f7906ae7ba042bce94a8
97,Stef Bos,Papa,1991,https://www.youtube.com/watch?v=8wxVTIB6qE4,Stef Bos - Papa,747097077bf4005f728c5668a0f08d5515046ee0fddfeed9da1afe849ec7e205
98,Pharrel Williams,Happy,2013,https://www.youtube.com/watch?v=ZbZSe6N_BXs,Pharrell Williams - Happy (Video),7878bf7cbe23768f8a8f4b541acdee6f6a9edf95f761e3839b03082897a9d4fc
99,Paul Elstak,Rainbow In The Sky,1995,https://www.youtube.com/watch?v=cHdPfGOaauw,Rainbow in the Sky,3e1dcc23e12b1bc2dd9e6fbb900573fdf7494b734f717f36b40d85ec3dee3e1d
100,Tom Jones,Green Green Grass Of Home,1966,https://www.youtube.com/watch?v=EmT1ptv3VEc,Green Green Grass Of Home,99075f7a5e2c6fc03c049c3038ea7559a3ea900bda8952ab16145b3eabe0368e
101,Kanye West et Jamie Foxx,Gold Digger,2005,https://www.youtube.com/watch?v=IzT-8vmuKXo,"Kanye West, Jamie Foxx - Gold Digger (Lyrics)",cca5aee03203d0a4cd7809b047286b61b9d44d0321c41a0b02b50c03b46d68fa
102,Daryl Hall & John Oates,Maneater,1982,https://www.youtube.com/watch?v=yRYFKcMa_Ek,Daryl Hall & John Oates - Maneater (Official Video),b6f9594aba3ce1a1261f6784e4f6505b41b35b55ede645da89a40611fed6fd93
103,Shaggy,It Wasn't Me,2000,https://www.youtube.com/watch?v=U48fb7Nx1A8,Shaggy - It Wasn't Me (Lyrics) ft. Ricardo RikRok Ducent,e7e0101c6c400b7e50d9cf1a9b432ac72591e86e9105badb578d81fb3cf0bc60
104,Tracy Chapman,Fast Car,1988,https://www.youtube.com/watch?v=AIOAlaACuv4,Tracy Chapman - Fast Car (Official Music Video),f725ae6d64a1b8d739ff2495663ed9af00babc422df55f993f4f5e71b80c965e
105,Bill Haley & The Comets,"See You Later, Alligator",1956,https://www.youtube.com/watch?v=NMP6IGJXG3o,"See You Later, Alligator",522710437c02cc32291f3c2daf37cc54fac4f91f60573b6457cacf7ae96cbba2
106,Thelma Houston,Don't Leave Me This Way,1976,https://www.youtube.com/watch?v=rUdw7V-FC_Q,Don't Leave Me This Way,f168a443fe058bb2d39cff030657bb0cd5406dfc8da7e22848cde7c03cd81210
107,Wet Wet Wet,Love Is All Around,1994,https://www.youtube.com/watch?v=1KoKHMcy_hQ,"Love Is All Around (From ""Four Weddings And A Funeral"")",59e48420e5573096c78ea5cc6c94dc97ecc2503455f27600165f40be3cb1d3f5
108,Lynyrd Skynyrd,Sweet Home Alabama,1974,https://www.youtube.com/watch?v=-p8GXZcdrIk,Lynyrd Skynyrd - Sweet Home Alabama (Lyric Video),9d441c7491c5516374e5629ba3ae328b2321a0946d9958af48c75afca31c2051
109,Limahl,Never Ending Story,1984,https://www.youtube.com/watch?v=2WN0T-Ee3q4,Limahl - Never Ending Story (Official Music Video),a9b3c13f394b01638d8b397878b18f287bfc905944f4fbb6939864179acd971c
110,Harry Belafonte,Day-O (The Banana Boat Song),1956,https://www.youtube.com/watch?v=YO7M0Hx_1D8,Day O (Banana Boat Song),3aa3ea8f92208d8d33510adb6870a70dba08abc279b3d1c655a08a76f6254ee2
111,The Beach Boys,Surfin' U.S.A.,1963,https://www.youtube.com/watch?v=KcZn05qxVgg,Surfin' U.S.A. (Stereo),102c56bcfc1b092cdf633cde6a9876bc015350f1893a03f66342043a0fc54e1c
112,Dua Lipa,Break My Heart,2020,https://www.youtube.com/watch?v=Nj2U6rhnucI,Dua Lipa - Break My Heart (Official Video),d9e434efde0a04e878c73b356dac6822f82ea6cf7f6d8df172be0c64be3b618a
113,"Robin Thicke, T.I. & Pharrell",Blurred Lines,2013,https://www.youtube.com/watch?v=zwT6DZCQi9k,"Robin Thicke - Blurred Lines (Unrated Version) ft. T.I., Pharrell",8c7a18ef0a9426337b85e92ada71c13f2e1780799608299f1d24fe8c61f0bb97
114,Elvis Presley,Jailhouse Rock,1957,https://www.youtube.com/watch?v=PpsUOOfb-vE,Elvis Presley - Jailhouse Rock (Official Audio),02242b58761eecaa7e201aefe62d48e2dd19cd3c0dae307f2ae401ec30cfb58a
115,Billie Eilish,Bad Guy,2019,https://www.youtube.com/watch?v=DyDfgMOUjCI,Billie Eilish - bad guy,a6e671aa955457d414965697762f99048311a10f1f2684718a963041033e7da3
116,Teddy Scholten,Een Beetje,1959,https://www.youtube.com/watch?v=D4K3LRgHXXU,Een beetje,48169c310497548746fdf8d8254e8aacff7dfedb38d5d2b695fad32bbc261fb9
117,Las Ketchup,The Ketchup Song (Aserejé),2002,https://www.youtube.com/watch?v=AMT698ArSfQ,Las Ketchup - The Ketchup Song (Asereje) (Spanglish Version) (Official Video),22b4a31d2342495dd3e3d101cbc76310a95d81f945e6e4f596a6541ee210c982
118,Alicia Keys,No One,2007,https://www.youtube.com/watch?v=rywUS-ohqeE,Alicia Keys - No One (Official Music Video),9bf34f95419ac6f733d3f2ffda9d0773f7e78c63b179ad776f11bfef931e40f4
119,Armand,Ben Ik Te Min,1966,https://www.youtube.com/watch?v=KYiYKiw4N5o,Armand  - Ben ik te min (2005),64ffd7271cbc3be9ce1cb8a5eba6ff426953a727694956d19bc63e31b43616ff
120,Betty Everett,It's In The Kiss (The Shoop Shoop Song),1964,https://www.youtube.com/watch?v=5XOVJsJAIW0,The Shoop Shoop Song (It's In His Kiss),f88c44eba74cba183f3006a5a591f6a6a51a837d48cee3214e94e8fe46e5ab79
121,Miley Cyrus,Wrecking Ball,2013,https://www.youtube.com/watch?v=mRFHAvdwXXs,Miley Cyrus - Wrecking Ball (Audio),cc934e38d3ffe97b15410dce07a64508e537811ece7ff22b4ea6d622e997b432
122,Corinne Bailey Rae,Put Your Records On,2006,https://www.youtube.com/watch?v=E-_JcJiUOII,Corinne Bailey Rae - Put Your Records On (Lyrics),641ecea15512d9ba9e9f7b0c54eaea3c3544b879a485579ce809df0dbefc7c5d
123,Cliff Richard,Congratulations,1968,https://www.youtube.com/watch?v=770f-pwPe4o,Congratulations,c0427a75afd3077b47fdb332bc73fb4c535d6173857dd4c90e19462228a6413f
